conversation_id,turn_id,generated
398,3,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
398,4,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
398,5,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
398,6,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
398,7,"Hello, how did you feel about the article?"
398,8,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
398,9,"Hello, how did you feel about the article?"
398,10,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,11,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,12,"Hello, how did you feel about the article?"
398,13,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,14,"Hello, how did you feel about the article?"
398,15,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,16,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,17,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,18,"Hello, how did you feel about the article?"
398,19,"Hello, how did you feel about the article?"
398,20,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,21,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,22,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,23,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,24,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,25,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,26,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,27,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,28,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,29,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,30,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,31,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,32,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,33,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,34,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,35,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,36,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,37,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
398,38,"I only slightly cared about the article was my parents were divorced when I was around 8 or 9. Like you said though, they are much older than I was, so they should be able to cope better."
402,1,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
402,2,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
402,3,That's true. Are you a fan of Billy BOb Thornton or Angelina Jolie?
402,4,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
402,5,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
402,6,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
402,7,That's true. Are you a fan of Billy BOb Thornton or Angelina Jolie?
402,8,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
402,9,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
402,10,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
402,11,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
402,12,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
402,13,"I just never understood why he'd leave her for Angelina, but what do I know lol I wonder if there's a chance Angelina and Billy Bob might reconcile now"
403,1,Hello
403,2,Hello
403,3,Hello! What did you think about the article?
403,4,"Hello, how did you feel about the article?"
403,5,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,6,"Hello, how did you feel about the article?"
403,7,"Hello, how did you feel about the article?"
403,8,"Hello, how did you feel about the article?"
403,9,"Hello, how did you feel about the article?"
403,10,"Hello, how did you feel about the article?"
403,11,"Hello, how did you feel about the article?"
403,12,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,13,"Hello, how did you feel about the article?"
403,14,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,15,"Hello, how did you feel about the article?"
403,16,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,17,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,18,"Hello, how did you feel about the article?"
403,19,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,20,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,21,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,22,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,23,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,24,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,25,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,26,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,27,"Hello, how did you feel about the article?"
403,28,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,29,"Hello, how did you feel about the article?"
403,30,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,31,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,32,"Hello, how did you feel about the article?"
403,33,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
403,34,"Hello, how did you feel about the article?"
403,35,"Hello, how did you feel about the article?"
403,36,"Hello, how did you feel about the article?"
404,1,Hi
404,2,Hi
404,3,"Hello, how did you feel about the article?"
404,4,Hello! What did you think about the article?
404,5,Hello! What did you think about the article?
404,6,Hello! What did you think about the article?
404,7,Hello! What did you think about the article?
404,8,Hello! What did you think about the article?
404,9,Hello! What did you think about the article?
404,10,Hello! What did you think about the article?
404,11,Hello! What did you think about the article?
404,12,Hello! What did you think about the article?
404,13,Hello! What did you think about the article?
404,14,Hello! What did you think about the article?
404,15,Hello! What did you think about the article?
404,16,Hello! What did you think about the article?
404,17,Hello! What did you think about the article?
404,18,Hello! What did you think about the article?
404,19,Hello! What did you think about the article?
404,20,Hello! What did you think about the article?
404,21,Hello! What did you think about the article?
404,22,Hello! What did you think about the article?
404,23,Hello! What did you think about the article?
404,24,Hello! What did you think about the article?
404,25,Hello! What did you think about the article?
404,26,Hello! What did you think about the article?
404,27,Hello! What did you think about the article?
404,28,Hello! What did you think about the article?
404,29,Hello! What did you think about the article?
404,30,Hello! What did you think about the article?
412,1,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
412,2,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
412,3,"Hello, how did you feel about the article?"
412,4,"Hello, how did you feel about the article?"
412,5,"Hello, how did you feel about the article?"
412,6,"Hello, how did you feel about the article?"
412,7,"Hello, how did you feel about the article?"
412,8,"Hello, how did you feel about the article?"
412,9,"Hello, how did you feel about the article?"
412,10,"Hello, how did you feel about the article?"
412,11,"Hello, how did you feel about the article?"
412,12,"Hello, how did you feel about the article?"
412,13,"Hello, how did you feel about the article?"
412,14,"Hello, how did you feel about the article?"
412,15,"Hello, how did you feel about the article?"
412,16,"Hello, how did you feel about the article?"
412,17,"Hello, how did you feel about the article?"
412,18,"Hello, how did you feel about the article?"
412,19,"Hello, how did you feel about the article?"
412,20,"Hello, how did you feel about the article?"
412,21,"Hello, how did you feel about the article?"
412,22,"Hello, how did you feel about the article?"
412,23,"Hello, how did you feel about the article?"
412,24,"Hello, how did you feel about the article?"
412,25,"Hello, how did you feel about the article?"
412,26,"Hello, how did you feel about the article?"
412,27,"Hello, how did you feel about the article?"
412,28,"Hello, how did you feel about the article?"
412,29,"Hello, how did you feel about the article?"
412,30,"Hello, how did you feel about the article?"
412,31,"Hello, how did you feel about the article?"
412,32,"Hello, how did you feel about the article?"
412,33,"Hello, how did you feel about the article?"
412,34,"Hello, how did you feel about the article?"
412,35,"Hello, how did you feel about the article?"
412,36,"Hello, how did you feel about the article?"
412,37,"Hello, how did you feel about the article?"
413,1,"Hello, what did you think about the article?"
413,2,"Hello, what did you think about the article?"
413,3,"Hello, how did you feel about the article?"
413,4,"Hello, what did you think about the article?"
413,5,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
413,6,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
413,7,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
413,8,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
413,9,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,10,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,11,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,12,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,13,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,14,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,15,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,16,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,17,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,18,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
413,19,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,20,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,21,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
413,22,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,23,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,24,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,25,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
413,26,what did you think about this article
413,27,what did you think about this article
413,28,what did you think about this article
413,29,what did you think about this article
413,30,what did you think about this article
413,31,what did you think about this article
413,32,what did you think about this article
413,33,what did you think about this article
413,34,what did you think about this article
413,35,what did you think about this article
413,36,what did you think about this article
413,37,what did you think about this article
413,38,what did you think about this article
413,39,what did you think about this article
413,40,what did you think about this article
413,41,what did you think about this article
413,42,what did you think about this article
413,43,what did you think about this article
413,44,what did you think about this article
413,45,what did you think about this article
413,46,what did you think about this article
413,47,what did you think about this article
413,48,what did you think about this article
413,49,what did you think about this article
413,50,what did you think about this article
413,51,what did you think about this article
413,52,what did you think about this article
413,53,what did you think about this article
413,54,what did you think about this article
413,55,what did you think about this article
413,56,what did you think about this article
413,57,what did you think about this article
413,58,what did you think about this article
413,59,what did you think about this article
413,60,what did you think about this article
416,1,what did you think about the article?
416,2,what did you think about the article?
416,3,"Hello, how did you feel about the article?"
416,4,"Hello, how did you feel about the article?"
416,5,"Hello, how did you feel about the article?"
416,6,"Hello, how did you feel about the article?"
416,7,"So this was clearly a sad situation, although I am glad they have caught the guy.  What did you think?"
416,8,I felt really sad for the woman and her family. What about you?
416,9,"So this was clearly a sad situation, although I am glad they have caught the guy.  What did you think?"
416,10,"So this was clearly a sad situation, although I am glad they have caught the guy.  What did you think?"
416,11,"Hello, how did you feel about the article?"
416,12,"So this was clearly a sad situation, although I am glad they have caught the guy.  What did you think?"
416,13,"Hello, how did you feel about the article?"
416,14,"Hello, how did you feel about the article?"
416,15,"Hello, how did you feel about the article?"
416,16,"Hello, how did you feel about the article?"
416,17,"Hello, how did you feel about the article?"
416,18,I felt really sad for the woman and her family. What about you?
416,19,"Hello, how did you feel about the article?"
416,20,"Hello, how did you feel about the article?"
416,21,"Hello, how did you feel about the article?"
416,22,"Hello, how did you feel about the article?"
416,23,"Hello, how did you feel about the article?"
416,24,"Hello, how did you feel about the article?"
416,25,"Hello, how did you feel about the article?"
416,26,"Hello, how did you feel about the article?"
416,27,I felt really sad for the woman and her family. What about you?
416,28,"Hello, how did you feel about the article?"
416,29,"Hello, how did you feel about the article?"
416,30,"Hello, how did you feel about the article?"
416,31,"Hello, how did you feel about the article?"
416,32,"Hello, how did you feel about the article?"
417,1,Hello
417,2,Hello
417,3,Hello! What did you think about the article?
417,4,Hello! What did you think about the article?
417,5,"Hello, what did you think about the article?"
417,6,"Hello, what did you think about the article?"
417,7,"Hello, what did you think about the article?"
417,8,"Hello, what did you think about the article?"
417,9,"Hello, what did you think about the article?"
417,10,"Hello, how did you feel about the article?"
417,11,"hello, what did you think about the article?"
417,12,"hello, what did you think about the article?"
417,13,"hello, what did you think about the article?"
417,14,"hello, what did you think about the article?"
417,15,"hello, what did you think about the article?"
417,16,"hello, what did you think about the article?"
417,17,"hello, what did you think about the article?"
417,18,"hello, what did you think about the article?"
417,19,"Hello, how did you feel about the article?"
417,20,"Hello, how did you feel about the article?"
417,21,"hello, what did you think about the article?"
417,22,"hello, what did you think about the article?"
417,23,"hello, what did you think about the article?"
417,24,"hello, what did you think about the article?"
417,25,"hello, what did you think about the article?"
417,26,"hello, what did you think about the article?"
417,27,"hello, what did you think about the article?"
417,28,"hello, what did you think about the article?"
417,29,"Hello, how did you feel about the article?"
417,30,"Hello, how did you feel about the article?"
417,31,How do you feel about this article?
417,32,How do you feel about this article?
419,1,Hello
419,2,Hello
419,3,Hello! What did you think about the article?
419,4,"Hello, how did you feel about the article?"
419,5,"Hello, how did you feel about the article?"
419,6,"Hello, how did you feel about the article?"
419,7,"Hello, how did you feel about the article?"
419,8,"Hello, how did you feel about the article?"
419,9,"Hello, how did you feel about the article?"
419,10,"Hello, how did you feel about the article?"
419,11,how did you feel about this article?
419,12,"Hello, how did you feel about the article?"
419,13,"Hello, how did you feel about the article?"
419,14,The article was very sad. What did you think abotu it?
419,15,"Hello, how did you feel about the article?"
419,16,"Hello, how did you feel about the article?"
419,17,"Hello, how did you feel about the article?"
419,18,"Hello, how did you feel about the article?"
419,19,"hello, what did you think about the article?"
419,20,"hello, what did you think about the article?"
419,21,"hello, what did you think about the article?"
419,22,"hello, what did you think about the article?"
419,23,"hello, what did you think about the article?"
419,24,"hello, what did you think about the article?"
419,25,"Hello, how did you feel about the article?"
419,26,"Hello, how did you feel about the article?"
419,27,"Hello, how did you feel about the article?"
419,28,"Hello, how did you feel about the article?"
419,29,"Hello, how did you feel about the article?"
419,30,"hello, what did you think about the article?"
419,31,"hello, what did you think about the article?"
419,32,"hello, what did you think about the article?"
419,33,"hello, what did you think about the article?"
419,34,"hello, what did you think about the article?"
419,35,"hello, what did you think about the article?"
419,36,"hello, what did you think about the article?"
419,37,"hello, what did you think about the article?"
419,38,"hello, what did you think about the article?"
419,39,"hello, what did you think about the article?"
419,40,"Hello, how did you feel about the article?"
419,41,How do you feel about this article?
419,42,How do you feel about this article?
421,1,I felt very disturbed while reading the article about the family situations.
421,2,This article is so concerning.
421,3,This article is so concerning.
421,4,I felt very disturbed while reading the article about the family situations.
421,5,"Yeah, it's really terrible that some of the women were impregnated by their abusers.  I don't know how the woman's relationship with the baby will develop after that."
421,6,"Yeah, it's really terrible that some of the women were impregnated by their abusers.  I don't know how the woman's relationship with the baby will develop after that."
421,7,"I just wouldn't understand the thought of killing your own children as well. Of course, i will never be able to understand but still! It feel bad for the mother... wonder what happened with her"
421,8,"Yeah, it's really terrible that some of the women were impregnated by their abusers.  I don't know how the woman's relationship with the baby will develop after that."
421,9,how did you feel about this article?
421,10,"Yeah, it's really terrible that some of the women were impregnated by their abusers.  I don't know how the woman's relationship with the baby will develop after that."
421,11,how did you feel about this article?
421,12,how did you feel about this article?
421,13,"Yeah, it's really terrible that some of the women were impregnated by their abusers.  I don't know how the woman's relationship with the baby will develop after that."
421,14,"Yeah, it's really terrible that some of the women were impregnated by their abusers.  I don't know how the woman's relationship with the baby will develop after that."
421,15,"Yeah, it's really terrible that some of the women were impregnated by their abusers.  I don't know how the woman's relationship with the baby will develop after that."
421,16,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
421,17,"Yeah, it's really terrible that some of the women were impregnated by their abusers.  I don't know how the woman's relationship with the baby will develop after that."
421,18,"Yeah, it's really terrible that some of the women were impregnated by their abusers.  I don't know how the woman's relationship with the baby will develop after that."
421,19,"Yeah, it's really terrible that some of the women were impregnated by their abusers.  I don't know how the woman's relationship with the baby will develop after that."
421,20,"Yeah, it's really terrible that some of the women were impregnated by their abusers.  I don't know how the woman's relationship with the baby will develop after that."
421,21,I just find it so disturbing how someone can kill their own children.
421,22,"Yeah, it's really terrible that some of the women were impregnated by their abusers.  I don't know how the woman's relationship with the baby will develop after that."
421,23,"Yeah, it's really terrible that some of the women were impregnated by their abusers.  I don't know how the woman's relationship with the baby will develop after that."
421,24,"Yeah, it's really terrible that some of the women were impregnated by their abusers.  I don't know how the woman's relationship with the baby will develop after that."
421,25,how did you feel about this article?
421,26,What do you think about the article?
421,27,how did you feel about this article?
421,28,how did you feel about this article?
421,29,how did you feel about this article?
421,30,how did you feel about this article?
421,31,how did you feel about this article?
421,32,how did you feel about this article?
421,33,how did you feel about this article?
421,34,how did you feel about this article?
422,1,Agreed. What did you think of the sibling that eventually got his masters and now helps kids in similar situations?
422,2,Agreed. What did you think of the sibling that eventually got his masters and now helps kids in similar situations?
422,3,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
422,4,Yes for sure. It is good to see that this may not happen again in the future. Can you imagine how his adoptive family must have felt?
422,5,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
422,6,Yes for sure. It is good to see that this may not happen again in the future. Can you imagine how his adoptive family must have felt?
422,7,how did you feel about this article?
422,8,how did you feel about this article?
422,9,how did you feel about this article?
422,10,how did you feel about this article?
422,11,how did you feel about this article?
422,12,how did you feel about this article?
422,13,"Hello, how did you feel about the article?"
422,14,"Hello, how did you feel about the article?"
422,15,"Hello, how did you feel about the article?"
422,16,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
422,17,"Hello, how did you feel about the article?"
422,18,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
422,19,"Hello, how did you feel about the article?"
422,20,"Hello, how did you feel about the article?"
422,21,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
422,22,"Hello, how did you feel about the article?"
422,23,"Hello, how did you feel about the article?"
422,24,"Hello, how did you feel about the article?"
422,25,"Hello, how did you feel about the article?"
422,26,how did you feel about this article?
422,27,how did you feel about this article?
422,28,how did you feel about this article?
422,29,how did you feel about this article?
